Car ID,Timestamp,Pixel_X,Pixel_Y,Actual_X,Actual_Y,Heading
test_009_car_120,00:00:51.366,316.00,257.00,-0.6513933099284005,-1.5606760257793875,-98.70706329422285
test_009_car_120,00:00:51.399,327.50,255.00,-0.6504011520619907,-1.5480456007204755,-94.49153246862971
test_009_car_120,00:00:51.432,336.50,253.00,-0.6494120119735066,-1.5376791832686127,-95.45053202344582
test_009_car_120,00:00:51.466,345.50,251.00,-0.6484258759154063,-1.527344248751633,-95.45053202344559
test_009_car_120,00:00:51.500,355.00,250.00,-0.6479339301244587,-1.5177474928001828,-92.9345090700483
test_009_car_120,00:00:51.533,363.50,249.00,-0.647442730223524,-1.5090528241333736,-93.23345238805115
test_009_car_120,00:00:51.567,371.50,248.00,-0.6469522745175058,-1.5008147605259907,-93.40710060190946
test_009_car_120,00:00:51.600,381.00,247.00,-0.6464625613164394,-1.4912598790928002,-92.93399453215983
test_009_car_120,00:00:51.633,388.50,246.00,-0.6459735889354739,-1.483490497330285,-93.60120695432374
test_009_car_120,00:00:51.667,396.50,246.00,-0.6459735889354739,-1.4764063157389828,180
test_009_car_120,00:00:51.700,406.00,246.00,-0.6459735889354739,-1.4679938500993113,180
test_009_car_120,00:00:51.732,413.50,245.00,-0.6454853556948517,-1.4602479252078309,-93.60663793363949
test_009_car_120,00:00:51.767,422.50,245.00,-0.6454853556948517,-1.4522842444991046,180
test_009_car_120,00:00:51.799,429.50,244.00,-0.6449978599198896,-1.444998126709308,-93.8278111090782
test_009_car_120,00:00:51.832,436.50,243.00,-0.64451109994096,-1.437723006135975,-93.8278111090782
test_009_car_120,00:00:51.866,445.00,241.00,-0.6435397807178498,-1.4280576821299875,-95.73868696012181
test_009_car_120,00:00:54.067,643.50,221.00,-0.6339852201898079,-1.234341381640432,-92.82367938268504
test_009_car_120,00:00:54.100,646.50,221.00,-0.6339852201898079,-1.2317341157419373,180
test_009_car_120,00:00:54.133,649.50,221.00,-0.6339852201898079,-1.2291268498434422,180
test_009_car_120,00:00:54.167,651.50,220.00,-0.6335149340502276,-1.226478203591738,-100.0683450140877
test_009_car_120,00:00:54.200,653.00,219.00,-0.6330453451039126,-1.2242673840346197,-101.99168677277197
test_009_car_120,00:00:54.232,655.50,219.00,-0.6330453451039126,-1.2220978834848588,180
test_009_car_120,00:00:54.267,657.00,218.00,-0.6325764518016412,-1.219891945949647,-102.00016909701344
test_009_car_120,00:00:54.299,660.00,217.00,-0.6321082525987778,-1.21638950041587,-97.61403406471902
test_009_car_120,00:00:54.332,662.50,217.00,-0.6321082525987778,-1.214223211362285,180
test_009_car_120,00:00:54.366,665.50,217.00,-0.6321082525987778,-1.2116236644979836,180
test_009_car_120,00:00:54.399,667.50,216.00,-0.6316407459552565,-1.208995799329668,-100.08758541699319
test_009_car_120,00:00:54.432,671.00,215.00,-0.6311739303355645,-1.2050739661907997,-96.78797660624463
test_009_car_120,00:00:54.466,672.50,215.00,-0.6311739303355645,-1.2037761139600407,180
test_009_car_120,00:00:54.500,675.00,214.00,-0.6307078042087249,-1.2007256277319829,-98.6878159251101
test_009_car_121,00:00:51.067,90.50,387.00,-0.7230911149030611,-1.9559812828295768,0
test_009_car_121,00:00:51.100,99.00,386.00,-0.7224794061624783,-1.945908198248685,-93.47513618834779
test_009_car_121,00:00:51.133,108.00,403.00,-0.7330212640068587,-1.9652577222687584,61.41791011733939
test_009_car_121,00:00:51.167,116.00,393.00,-0.7267832311172367,-1.9405629256774997,-104.1766411868683
test_009_car_121,00:00:51.200,124.00,391.00,-0.7255483434947437,-1.929308835921535,-96.26189417414378
test_009_car_121,00:00:51.232,131.00,389.00,-0.7243176451840301,-1.919085844671608,-96.86453754384615
test_009_car_121,00:00:51.267,138.00,380.00,-0.7188307782565603,-1.8976505586605767,-104.35791595700269
test_009_car_121,00:00:51.299,145.00,378.00,-0.7176227445744728,-1.887575262412239,-96.83715684418979
test_009_car_121,00:00:51.332,152.00,376.00,-0.7164187644110372,-1.8775337735004591,-96.8371568441886
test_009_car_121,00:00:53.200,176.50,532.00,-0.8242877472812696,-2.1325442278316444,67.07172163372307
test_009_car_121,00:00:53.232,184.00,533.00,-0.8250840959324722,-2.126121588498809,-82.93191996154462
test_009_car_121,00:00:53.267,193.00,531.00,-0.8234929343757758,-2.1118615462034676,-96.36683143624236
test_009_car_121,00:00:53.299,203.50,519.00,-0.8140733691050164,-2.0759873357788776,-104.71216631783653
test_009_car_121,00:00:53.332,213.50,526.00,-0.8195417512927624,-2.078697824982971,26.366034901548556
test_009_car_121,00:00:53.366,222.00,530.00,-0.8226996527777782,-2.0771214019469184,-26.528350025380803
test_009_car_121,00:00:53.399,230.00,533.00,-0.8250840959324722,-2.0740931270154976,-51.78334428385381
test_009_car_121,00:00:53.432,236.50,534.00,-0.8258819847847633,-2.0687398995019346,-81.52257669040546
test_009_car_121,00:00:53.466,243.50,526.00,-0.8195417512927624,-2.0449941487379832,-104.94951219381181
test_009_car_121,00:00:53.500,250.00,532.00,-0.8242877472812696,-2.0494920319649004,43.46250676694154
